#name	name2
NM_013943	CLIC4
NM_005748	YAF2
NM_153026	PRICKLE1
NM_001145256	IRAK4
NM_001286212	TMEM117
NM_001286211	TMEM117
NM_001278390	SLC38A1
NM_152319	C12orf54
NM_003482	KMT2D
NM_012284	KCNH3
NM_001037806	NCKAP5L
NM_175736	FMNL3
NM_001145475	FAM186A
NM_001243775	LIMA1
NM_014191	SCN8A
NM_007210	GALNT6
NM_004693	KRT75
NM_199187	KRT18
NM_175834	KRT79
NM_000224	KRT18
NM_001206683	ATF7
NM_001128911	PCBP2
NM_001130060	ATF7
NM_001243731	RARG
NM_012117	CBX5
NM_001144996	ITGA7
NM_002206	ITGA7
NR_036478	TMEM198B
NM_002332	LRP1
NM_013449	BAZ2A
NM_001270623	SLC16A7
NR_073055	SLC16A7
NM_006313	USP15
NM_020700	PPM1H
NM_020762	SRGAP1
NM_002076	GNS
NM_015279	TBC1D30
NM_007199	IRAK3
NM_001142523	IRAK3
NM_001198842	CCT2
NR_110072	LOC101928002
NM_001199303	CNOT2
NM_014505	KCNMB4
NM_014515	CNOT2
NM_018279	TMEM19
NR_038300	LOC100507377
NM_015336	ZDHHC17
NM_014903	NAV3
NM_001682	ATP2B1
NM_001731	BTG1
NR_110093	LOC101928731
NR_110092	LOC101928731
NM_005761	PLXNC1
NM_021229	NTN4
NM_001170464	CDK17
NM_005230	ELK3
NM_001204065	ANKS1B
NM_001204069	ANKS1B
NM_015054	UHRF1BP1L
NM_003299	HSP90B1
NM_001031701	NT5DC3
NM_012406	PRDM4
NM_018984	SSH1
NM_130466	UBE3B
NM_018711	SVOP
NM_147204	TRPV4
NM_170665	ATP2A2
NM_139283	PPTC7
NM_002973	ATXN2
NM_015267	CUX2
NM_144671	FAM109A
NM_001177997	FAM109A
NM_001109662	HECTD4
NM_004416	DTX1
NM_022363	LHX5
NM_006187	OAS3
NM_015335	MED13L
NM_001109903	RNFT2
NM_001204218	NOS1
NM_173598	KSR2
NM_001204213	NOS1
NM_139015	SPPL3
NM_001080825	TMEM120B
NM_014938	MLXIP
NM_003959	HIP1R
NM_002956	CLIP1
NM_020845	PITPNM2
NM_178314	RILPL1
NM_001516	GTF2H3
NM_207437	DNAH10
NM_032656	DHX37
NM_023928	AACS
NM_001082959	SCARB1
NM_015409	EP400
NM_004592	SFSWAP
NM_003565	ULK1
NM_001161347	CHFR
NM_001161344	CHFR
NR_028269	LOC100288778
NR_028415	LINC00942
NM_152441	FBXL14
NR_036546	LINC00940
NR_033958	LOC283440
NM_001252500	RHNO1
NM_018463	ITFG2
NM_002014	FKBP4
NM_001257097	RHNO1
NM_031474	NRIP2
NM_001759	CCND2
NM_006422	AKAP3
NM_002235	KCNA6
NM_000217	KCNA1
NM_001102654	NTF3
NM_002342	LTBR
NM_001270987	LTBR
NM_080730	IFFO1
NM_001289746	GAPDH
NM_001289745	GAPDH
NM_014231	VAMP1
NM_153685	PIANP
NM_001244014	PIANP
NM_014449	GPR162
NM_002824	PTMS
NM_001195015	CD4
NM_019858	GPR162
NM_002286	LAG3
NM_001975	ENO2
NM_001940	ATN1
NR_026947	C1RL-AS1
NM_031491	RBP5
NM_016546	C1RL
NM_014718	CLSTN3
NM_001131025	PEX5
NM_024865	NANOG
NM_203503	CLEC4C
NM_018416	FOXJ2
NR_026788	FAM66C
NM_018088	FAM90A1
NM_003480	MFAP5
NM_001282424	A2ML1
NM_004426	PHC1
NM_000014	A2M
NR_026971	A2M-AS1
NM_001190765	KLRF2
NM_207345	CLEC9A
NM_138337	CLEC12A
NM_205852	CLEC12B
NM_001172632	OLR1
NM_153022	TMEM52B
NM_001079815	TMEM52B
NM_197948	CLEC7A
NM_002262	KLRD1
NM_001114396	KLRD1
NM_007334	KLRD1
NM_031412	GABARAPL1
NM_013431	KLRC4
NM_018048	MAGOHB
NM_001145426	YBX3
NM_003651	YBX3
NM_176887	TAS2R46
NM_002723	PRB4
NM_199353	PRB1
NM_005039	PRB1
NM_006249	PRB3
NM_006248	PRB2
NR_033890	LINC01252
NM_138723	BCL2L14
NM_030766	BCL2L14
NR_024061	LOH12CR2
NM_020853	KIAA1467
NR_002774	HTR7P1
NM_001013698	SMCO3
NM_001175	ARHGDIB
NM_000415	IAPP
NM_001174097	LDHB
NM_018686	CMAS
NM_001101339	C12orf77
NM_033360	KRAS
NM_004985	KRAS
NM_030762	BHLHE41
NM_005086	SSPN
NR_040245	LINC00941
NM_001080509	TSPAN11
NM_001135863	METTL20
NM_001278465	DNM1L
NM_001040436	YARS2
NM_001013620	ALG10B
NM_001190980	YAF2
NR_073472	TWF1
NR_073473	TWF1
NM_001004329	DBX2
NM_001143668	AMIGO2
NR_026544	PCED1B-AS1
NM_001146076	RPAP3
NM_015401	HDAC7
NM_017842	SLC48A1
NM_001098416	HDAC7
NM_001017535	VDR
NM_001017536	VDR
NM_001013635	CCDC184
NM_000289	PFKM
NM_001004134	OR10AD1
NM_152320	ZNF641
NM_001005203	OR8S1
NM_001240	CCNT1
NM_000725	CACNB3
NM_001206916	CACNB3
NM_004818	DDX23
NR_110020	LOC100506125
NM_015086	DDN
NM_001659	ARF3
NM_003394	WNT10B
NM_006082	TUBA1B
NM_032704	TUBA1C
NR_033267	LOC100335030
NR_027501	BCDIN3D-AS1
NR_026948	LOC283332
NM_001652	AQP6
NM_001651	AQP5
NM_000486	AQP2
NR_104035	CERS5
NM_147190	CERS5
NM_005276	GPD1
NM_003076	SMARCD1
NM_001281731	CERS5
NM_005171	ATF1
NM_014033	METTL7A
NR_045018	LETMD1
NR_026893	POU6F1
NM_001258403	SLC4A8
NM_001013690	FIGNL2
NM_004302	ACVR1B
NM_181711	GRASP
NM_001271856	GRASP
NM_001077401	ACVRL1
NM_182507	KRT80
NM_001081492	KRT80
NM_033033	KRT82
NM_002283	KRT85
NM_005554	KRT6A
NM_033448	KRT71
NM_005555	KRT6B
NM_175053	KRT74
NM_006121	KRT1
NM_057088	KRT3
NM_015848	KRT76
NR_045962	KRT8
NM_032840	SPRYD3
NR_033854	LOC283335
NM_001417	EIF4B
NM_001004304	ZNF740
NM_012291	ESPL1
NM_032889	MFSD5
NM_001005354	PRR13
NM_017410	HOXC13
NM_014212	HOXC11
NR_047507	HOXC13-AS
NR_026655	FLJ12825
NM_022658	HOXC8
NR_030753	MIR615
NR_026657	LOC100240734
NM_153693	HOXC6
NM_004503	HOXC6
NR_026658	LOC100240735
NM_001243787	SMUG1
NM_014311	SMUG1
NR_045039	SMUG1
NM_001127322	CBX5
NM_031157	HNRNPA1
NM_001130968	ZNF385A
NM_002205	ITGA5
NM_058173	MUCL1
NM_001261844	TESPA1
NM_001098815	TESPA1
NM_001136030	TESPA1
NM_014796	TESPA1
NM_152637	METTL7B
NM_206899	OR10P1
NM_001257390	CD63
NM_032364	DNAJC14
NM_005811	GDF11
NM_001029	RPS26
NM_001252036	RAB5B
NM_022465	IKZF4
NM_001252037	RAB5B
NM_001242826	RNF41
NM_006191	PA2G4
NM_001035267	RPL41
NM_194359	RNF41
NM_194358	RNF41
NM_005419	STAT2
NM_001099337	COQ10A
NM_004077	CS
NM_173595	ANKRD52
NM_198332	STAT2
NM_207344	SPRYD4
NM_002898	RBMS2
NM_001113202	NACA
NM_001113203	NACA
NR_104219	PTGES3
NM_014830	ZBTB39
NM_003153	STAT6
NM_001178080	STAT6
NM_005967	NAB2
NM_001286257	STAC3
NM_001160045	GLI1
NM_001167609	GLI1
NM_052897	MBD6
NM_001146259	PIP4K2C
NM_182947	ARHGEF25
NM_001146258	PIP4K2C
NR_046223	ARHGEF25
NM_005981	TSPAN31
NM_001172696	TSFM
NM_023033	METTL1
NM_138396	MARCH9
NM_014770	AGAP2
NM_206914	METTL21B
NM_001122772	AGAP2
NM_005730	CTDSP2
NM_033276	XRCC6BP1
NM_014254	TMEM5
NM_007235	XPOT
NR_033988	FLJ41278
NM_006482	DYRK2
NM_001205029	MDM1
NM_018656	SLC35E3
NM_198320	CPM
NM_007007	CPSF6
NM_001278355	FRS2
NM_152439	BEST3
NM_032735	BEST3
NR_104220	BEST3
NM_175625	RAB3IP
NM_022456	RAB3IP
NM_175623	RAB3IP
NR_103520	RAB3IP
NM_175624	RAB3IP
NM_001278402	RAB3IP
NR_103519	RAB3IP
NM_001024647	RAB3IP
NM_002837	PTPRB
NM_031435	THAP2
NM_014999	RAB21
NM_022771	TBC1D15
NR_024072	MRS2P2
NR_027449	TBC1D15
NR_110130	LOC101928137
NM_152436	GLIPR1L2
NM_007350	PHLDA1
NM_203394	E2F7
NM_002583	PAWR
NM_018057	SLC6A15
NR_038385	LOC728084
NR_028138	LINC00936
NM_007035	KERA
NR_002212	NUDT4P1
NR_104005	NUDT4P2
NM_199040	NUDT4
NM_019094	NUDT4
NM_001270470	SOCS2
NR_038383	LOC643770
NM_001032283	TMPO
NM_153364	FAM71C
NR_024261	GOLGA2P5
NM_152317	DEPDC4
NR_036632	GOLGA2P5
NM_024312	GNPTAB
NM_018370	DRAM1
NM_017915	PARPBP
NR_110103	LOC101929084
NR_027249	GNN
NR_027752	ALDH1L2
NM_001034173	ALDH1L2
NM_001251904	APPL2
NR_110108	CASC18
NR_110109	CASC18
NR_110111	CASC18
NM_014840	NUAK1
NM_006825	CKAP4
NM_001142343	CMKLR1
NM_001206609	SELPLG
NM_001093	ACACB
NM_213596	FOXN4
NM_031954	KCTD10
NM_000431	MVK
NM_052845	MMAB
NM_032829	FAM222A
NM_016433	GLTP
NM_033121	ANKRD13A
NM_001173976	TCTN1
NM_001244974	PPP1CC
NM_152591	CCDC63
NM_005475	SH2B3
NM_001024662	RPL6
NM_080601	PTPN11
NM_002535	OAS2
NM_016817	OAS2
NM_001032731	OAS2
NM_001193520	RASAL1
NM_004658	RASAL1
NM_001193521	RASAL1
NM_024072	DDX54
NM_001144872	CCDC42B
NR_038440	TBX5-AS1
NR_027345	LINC00173
NM_002567	PEBP1
NM_019086	VSIG10
NM_022491	SUDS3
NR_024246	LINC00934
NM_002442	MSI1
NM_001037495	DYNLL1
NM_001037494	DYNLL1
NM_176818	GATC
NM_001033677	CABP1
NR_024345	HNF1A-AS1
NM_000545	HNF1A
NM_001261397	P2RX4
NM_032790	ORAI1
NM_015048	SETD1B
NM_002813	PSMD9
NM_020993	BCL7A
NM_019887	DIABLO
NM_001278304	DIABLO
NM_030765	B3GNT4
NM_006018	HCAR3
NM_177551	HCAR2
NM_003677	DENR
NR_027918	CCDC62
NM_004642	CDK2AP1
NR_073008	CDK2AP1
NM_018183	SBNO1
NR_107039	MIR8072
NR_110049	LOC101927415
NM_012463	ATP6V0A2
NM_024809	TCTN2
NM_025140	CCDC92
NM_152437	ZNF664
NM_001286219	TMEM132B
NR_015398	LOC100128554
NR_038256	LINC00943
NR_046392	LINC00507
NR_104648	LOC101927694
NM_145648	SLC15A4
NR_024457	LOC100190940
NM_007197	FZD10
NR_033834	FZD10-AS1
NM_001980	STX2
NM_194356	STX2
NR_026670	LINC01257
NM_025215	PUS1
NM_175066	DDX51
NR_003290	EP400NL
NM_021808	GALNT9
NM_001142641	FBRSL1
NM_001170543	PGAM5
NM_006231	POLE
NM_001170544	PGAM5
NM_138575	PGAM5
NM_005895	GOLGA3
NR_110091	LOC101928597
NM_001127372	ZNF84
NM_003428	ZNF84
NM_002267	KPNA3
NM_024561	NAA16
NM_153251	ZDHHC20
NM_015678	NBEA
NM_182542	ERICH6B
NM_001243799	TSC22D1
NM_080760	DACH1
NM_005708	GPC6
NM_052867	NALCN
NM_007111	TFDP1
NM_001846	COL4A2
NR_026580	TFDP1
NR_044998	PSPC1
NR_073486	TPTE2
NR_038939	MIPEPP3
NM_014572	LATS2
NM_022459	XPO4
NM_175605	IFT88
NM_001166271	SPATA13
NM_153023	SPATA13
NR_073430	ANKRD20A19P
NM_001260	CDK8
NM_182488	USP12
NM_153371	LNX2
NM_175854	PAN3
NR_047484	PDX1-AS1
NM_003045	SLC7A1
NM_001033602	MTUS2
NM_001014380	KATNAL1
NM_032116	KATNAL1
NM_001286504	HSPH1
NM_194318	B3GALTL
NM_001286505	HSPH1
NM_001286503	HSPH1
NM_015032	PDS5B
NM_023037	FRY
NR_047020	LINC00423
NM_001135956	TRPC4
NM_001286703	UFM1
NM_207361	FREM2
NM_172373	ELF1
NM_002015	FOXO1
NR_038258	TPTE2P5
NM_004294	MTRF1
NR_024506	LINC00598
NM_016248	AKAP11
NM_033255	EPSTI1
NM_001002264	EPSTI1
NM_001278541	CPB2
NM_001286764	KIAA0226L
NR_046227	CPB2-AS1
NM_198849	SIAH3
NR_046226	CPB2-AS1
NR_002612	DLEU2
NM_001142279	RNASEH2B
NM_199289	NEK5
NR_002793	TPTE2P3
NM_001011725	HNRNPA1L2
NM_015842	LMO7
NM_001286659	TBC1D4
NM_001286658	TBC1D4
NM_006984	CLDN10
NM_006260	DNAJC3
NM_005845	ABCC4
NM_001105515	ABCC4
NM_153456	HS6ST3
NM_005766	FARP1
NM_001032296	STK24
NM_001195087	GGACT
NR_026965	METTL21EP
NM_001198950	MYO16
NM_015011	MYO16
NM_001113512	ARHGEF7
NM_003899	ARHGEF7
NM_005986	SOX1
NM_017905	TMCO3
NM_015205	ATP11A
NM_000131	F7
NM_032189	ATP11A
NM_001112732	MCF2L
NR_051961	F7
NM_000820	GAS6
NM_007368	RASA3
NR_027995	ANKRD20A9P
NR_104118	LINC00408
NR_026852	LINC00442
NM_017520	MPHOSPH8
NM_001110220	GJB6
NM_138284	IL17D
NM_024026	MRPL57
NM_145061	SKA3
NM_001278055	SACS
NR_103450	SACS-AS1
NR_038995	LINC00327
NM_018647	TNFRSF19
NR_104595	SPATA13
NM_178540	C1QTNF9
NR_046531	SPATA13-AS1
NR_047594	CENPJ
NR_026730	TPTE2P1
NM_152704	AMER2
NM_199138	AMER2
NM_014089	NUPL1
NM_001008564	NUPL1
NM_001007538	SHISA2
NM_005288	GPR12
NM_001135919	SLC46A3
NM_002128	HMGB1
NM_001286461	N4BP2L1
NR_051980	MINOS1P1
NM_014887	N4BP2L2
NR_026928	N4BP2L2-IT2
NM_004795	KL
NM_001195430	DCLK1
NM_001142295	SPG20
NM_003914	CCNA1
NM_001111045	CCNA1
NM_000538	RFXAP
NR_040244	LINC00547
NM_014252	SLC25A15
NM_014059	RGCC
NR_002163	OR7E37P
NR_038381	TSC22D1-AS1
NR_038433	LINC00330
NM_001286806	SLC25A30
NR_024458	TPT1-AS1
NM_002298	LCP1
NR_046612	HTR2A-AS1
NM_021999	ITM2B
NM_005767	LPAR6
NM_001507	MLNR
NM_001160308	SETDB2
NM_001040443	PHF11
NM_018191	RCBTB1
NM_138450	ARL11
NM_020456	SPRYD7
NR_003268	CTAGE10P
NR_046551	DLEU7-AS1
NR_003923	GUCY1B2
NR_102432	LINC00371
NM_001242312	FAM124A
NM_145019	FAM124A
NM_001039938	INTS6
NM_001101320	SERPINE3
NM_001270424	DHRS12
NM_031290	CCDC70
NM_021645	UTP14C
NM_152720	NEK3
NR_002816	MRPS31P5
NM_032949	PCDH8
NR_108063	LINC00458
NR_108062	LINC00458
NM_001130406	PRR20D
NM_198441	PRR20A
NM_198441	PRR20A
NM_001130404	PRR20B
NM_001130404	PRR20B
NM_001130406	PRR20D
NM_198441	PRR20A
NM_198441	PRR20A
NM_001130404	PRR20B
NM_001130404	PRR20B
NM_001130406	PRR20D
NM_001130406	PRR20D
NM_001130406	PRR20D
NM_198441	PRR20A
NM_001130404	PRR20B
NR_002171	OR7E156P
NR_038878	LINC00550
NM_001286746	BORA
NM_001128226	DIS3
NM_001730	KLF5
NR_027466	CTAGE11P
NM_001257995	LMO7DN
NM_138444	KCTD12
NM_001242868	SLAIN1
NM_006237	POU4F1
NR_038991	RBM26-AS1
NM_005842	SPRY2
NM_015567	SLITRK5
NR_047489	LINC00559
NR_027039	LINC00410
NR_104057	LINC00380
NR_027350	MIR17HG
NM_007084	SOX21
NR_046514	SOX21-AS1
NM_198968	DZIP1
NM_014934	DZIP1
NR_051966	LINC00359
NM_021033	RAP2A
NM_003576	STK24
NR_047482	DOCK9-AS2
NM_005292	GPR18
NM_033132	ZIC5
NR_047483	LINC00554
NM_007129	ZIC2
NR_047686	PCCA-AS1
NR_047026	LINC00443
NR_046848	FAM155A-IT1
NM_003749	IRS2
NM_017817	RAB20
NM_024537	CARS2
NM_198219	ING1
NR_027701	LINC00346
NR_104586	ANKRD10
NM_001286721	ANKRD10
NR_109811	ATP11A-AS1
NR_034002	MCF2L-AS1
NM_024979	MCF2L
NM_005561	LAMP1
NM_001014283	DCUN1D2
NM_000705	ATP4B
NR_028064	LINC00552
NM_080687	UPF3A
NM_003903	CDC16
NM_001078645	CDC16
NM_022123	NPAS3
NM_173159	NPAS3
NM_001165893	NPAS3
NM_001083893	STRN3
NM_014574	STRN3
NR_039996	LINC00648
NR_038170	FUT8
NM_016026	RDH11
NM_001249	ENTPD5
NM_181341	DCAF4
NR_073547	NRXN3
NM_183387	EML5
NM_001010854	TTC7B
NR_027004	FAM181A-AS1
NM_001203258	MTA1
NM_004689	MTA1
NM_183004	EIF5
NM_007110	TEP1
NM_001282970	C14orf93
NM_002471	MYH6
NM_015299	KHNYN
NM_005132	REC8
NM_002742	PRKD1
NM_015382	HECTD1
NM_001201573	NUBPL
NM_001201574	NUBPL
NM_173607	FAM177A1
NM_001289022	FAM177A1
NM_001282234	PSMA6
NR_039982	LINC00639
NM_152447	LRFN5
NM_001113498	MDGA2
NM_152329	LRR1
NM_203467	LRR1
NM_198794	MAP4K5
NM_021818	SAV1
NM_024884	L2HGDH
NM_052978	TRIM9
NM_015163	TRIM9
NM_001099652	GPR137C
NM_001160148	DDHD1
NM_001160147	DDHD1
NM_001161576	SAMD4A
NM_001079520	DACT1
NM_020715	PLEKHH1
NM_133509	RAD51B
NM_001284207	DCAF5
NM_001168368	GALNT16
NM_001284206	DCAF5
NM_014982	PCNX
NM_001284246	SIPA1L1
NM_001204423	RGS6
NM_001204424	RGS6
NM_007318	PSEN1
NM_194278	ELMSAN1
NR_033814	DLST
NM_001933	DLST
NM_006827	TMED10
NM_015072	TTLL5
NM_020431	TMEM63C
NM_020421	ADCK1
NM_001105250	NRXN3
NM_007039	PTPN21
NM_021161	KCNK10
NM_005197	FOXN3
NM_001286470	C14orf159
NM_001102366	C14orf159
NM_153648	SLC24A4
NM_024832	RIN3
NM_001127697	ATXN3
NM_006329	FBLN5
NM_001164782	ATXN3
NR_028461	ATXN3
NR_028460	ATXN3
NR_028464	ATXN3
NM_153647	SLC24A4
NM_001127696	ATXN3
NM_001142594	ITPK1
NM_001289133	BTBD7
NM_014216	ITPK1
NM_001142593	ITPK1
NM_023112	OTUB2
NM_024734	CLMN
NM_001252007	PAPOLA
NM_001252006	PAPOLA
NR_015430	LINC01550
NM_016337	EVL
NM_001144995	CCDC85C
NM_001127258	HHIPL1
NM_207117	SLC25A47
NR_046473	MEG3
NM_001161726	PPP2R5C
NM_001376	DYNC1H1
NM_001161725	PPP2R5C
NM_015156	RCOR1
NM_014844	TECPR2
NM_006035	CDC42BPB
NM_001172631	TECPR2
NM_001128918	MARK3
NM_177533	NUDT14
NM_001243127	PACS2
NM_001014431	AKT1
NM_001013354	OR11H12
NR_046104	LOC642426
NM_001005356	POTEG
NM_001145442	POTEM
NM_001004717	OR4L1
NM_001004714	OR4K13
NM_138376	TTC5
NM_001001968	OR6S1
NM_005615	RNASE6
NM_001282212	NDRG2
NM_016423	ZNF219
NM_001004731	OR5AU1
NM_014828	TOX4
NM_001163380	RAB2B
NM_001005466	OR10G2
NM_001005465	OR10G3
NM_001001912	OR4E2
NM_004995	MMP14
NM_173527	REM2
NM_018107	RBM23
NM_001166270	HAUS4
NM_198086	AJUBA
NR_110002	LOC101926933
NM_017924	C14orf119
NM_001805	CEBPE
NM_144985	CDH24
NM_004643	PABPN1
NM_001277174	EFS
NM_001276318	PPP1R3E
NM_020834	HOMEZ
NM_001199864	BCL2L2-PABPN1
NM_004050	BCL2L2
NM_000257	MYH7
NM_033400	ZFHX2
NM_032452	JPH4
NM_001282475	AP1G2
NM_198083	DHRS4L2
NR_023922	DHRS4-AS1
NR_023921	DHRS4-AS1
NR_023924	DHRS4-AS1
NM_138360	LRRC16B
NM_017999	RNF31
NM_203402	FITM1
NM_001136050	DHRS1
NM_182836	RABGGTA
NM_004581	RABGGTA
NM_024658	IPO4
NR_051979	IPO4
NM_001143919	LTB4R
NM_025081	NYNRIN
NM_004554	NFATC4
NM_001039771	CBLN3
NR_026731	LINC01551
NM_005249	FOXG1
NM_001135058	COCH
NM_001254727	AP4S1
NM_001254729	AP4S1
NM_001128126	AP4S1
NM_080664	DTD2
NM_001173	ARHGAP5
NM_001030055	ARHGAP5
NR_028130	CFL2
NM_032594	INSM2
NR_049735	PTCSC3
NM_001079668	NKX2-1
NM_014360	NKX2-8
NR_103710	NKX2-1-AS1
NM_003317	NKX2-1
NM_004496	FOXA1
NM_203301	FBXO33
NM_018353	MIS18BP1
NM_001030001	RPS29
NM_001197330	POLE2
NM_001001	RPL36AL
NM_001083908	DNAAF2
NM_001206673	ABHD12B
NR_037676	FRMD6-AS1
NM_016039	C14orf166
NM_007361	NID2
NM_001281469	PTGDR
NM_000956	PTGER2
NM_004124	GMFB
NM_144578	MAPK1IP1L
NM_001270525	OTX2
NR_029385	OTX2-AS1
NM_018168	C14orf105
NM_001283059	C14orf105
NM_018477	ACTR10
NM_022571	GPR135
NM_144581	L3HYPDH
NM_177951	PPM1A
NM_020810	TRMT5
NM_181054	HIF1A
NM_030791	SGPP1
NM_004857	AKAP5
NM_001123329	ZBTB1
NM_006977	ZBTB25
NM_145165	CHURC1
NM_001204063	CHURC1
NM_001204064	CHURC1
NM_001271068	MAX
NR_103769	LOC100128233
NM_182526	TMEM229B
NM_004569	PIGH
NM_015346	ZFYVE26
NM_001102	ACTN1
NM_018199	EXD2
NM_001193361	EXD2
NM_001193362	EXD2
NM_001271507	CCDC177
NR_029378	LOC100289511
NR_003951	ADAM21P1
NM_001202548	SYNJ2BP-COX16
NM_018373	SYNJ2BP
NM_015351	TTC9
NM_033141	MAP3K9
NM_001284232	MAP3K9
NM_173462	PAPLN
NM_031427	DNAL1
NM_006029	PNMA1
NM_001201366	DNAL1
NR_109995	LOC100506476
NM_182480	COQ6
NM_001146155	PTGR2
NM_152445	FAM161B
NM_001278594	ALDH6A1
NM_005589	ALDH6A1
NM_001278593	ALDH6A1
NM_015962	FCF1
NM_031464	RPS6KL1
NM_001207012	PGF
NR_110315	ZC2HC1C
NM_001135048	JDP2
NM_001135047	JDP2
NM_014909	VASH1
NM_024496	IRF2BPL
NM_174976	ZDHHC22
NM_182509	ISM2
NM_174943	C14orf178
NM_000793	DIO2
NR_110074	LINC01467
NR_038445	LOC283585
NM_002802	PSMC1
NM_001284280	SMEK1
NM_005113	GOLGA5
NR_002808	ITPK1-AS1
NM_001098621	TMEM251
NR_038150	UBR7
NM_016150	ASB2
NR_024184	LINC00521
NR_024183	LINC00521
NR_024182	LINC00521
NM_016186	SERPINA10
NM_058237	PPP4R4
NM_001100607	SERPINA10
NM_020958	PPP4R4
NM_001127706	SERPINA1
NM_001127700	SERPINA1
NM_001756	SERPINA6
NM_173849	GSC
NM_030621	DICER1
NR_110127	LOC101929080
NR_003138	SNHG10
NM_016417	GLRX5
NM_004918	TCL1B
NM_001282463	C14orf132
NM_000623	BDKRB2
NM_138576	BCL11B
NM_001282238	BCL11B
NM_001099402	CCNK
NM_001039355	SLC25A29
NM_003403	YY1
NR_024096	LINC00523
NM_003836	DLK1
NM_001134888	RTL1
NR_030582	MIR300
NR_031649	MIR1247
NM_001017963	HSP90AA1
NR_073541	MOK
NM_018335	ZNF839
NM_152326	ANKRD9
NM_030943	AMN
NM_006291	TNFAIP2
NM_004873	BAG5
NM_032374	APOPT1
NM_001015049	BAG5
NM_005552	KLC1
NM_001130107	KLC1
NM_001100119	XRCC3
NR_038436	LINC00637
NM_001127393	C14orf2
NM_001080464	ASPG
NM_001286389	TMEM179
NM_001286399	C14orf180
NM_006427	SIVA1
NM_032714	INF2
NM_199165	ADSSL1
NM_152328	ADSSL1
NM_001031714	INF2
NM_022489	INF2
NM_015005	CEP170B
NM_001137601	ZBTB42
NM_001112726	CEP170B
NM_017955	CDCA4
NM_138420	AHNAK2
NM_013345	GPR132
NM_001278694	GPR132
NM_145159	JAG2
NM_002226	JAG2
NM_033271	BTBD6
NM_001242790	BRF1
NM_001242789	BRF1
NM_001195082	TEX22
NM_015197	PACS2
NM_025268	TMEM121
NM_001198983	C14orf80
NM_001270837	CRIP2
NR_026800	KIAA0125
NR_002224	ADAM6
NR_027457	LINC00221
NM_022807	SNRPN
NR_073596	ATP8B4
NM_015492	C15orf39
NM_139057	ADAMTS17
NM_144599	NIPA1
NM_000275	OCA2
NM_001270873	GABRG3
NM_033223	GABRG3
NM_001042497	SLC12A6
NM_170589	CASC5
NM_001042495	SLC12A6
NM_020759	STARD9
NM_014701	SECISBP2L
NM_001193489	SECISBP2L
NM_001080534	UNC13C
NM_207381	TNFAIP8L3
NM_003922	HERC1
NM_005848	DENND4A
NM_134262	RORA
NM_001144823	DENND4A
NM_134260	RORA
NM_002943	RORA
NM_001164465	GOLGA6L10
NM_014862	ARNT2
NM_006738	AKAP13
NM_152336	AGBL1
NM_007200	AKAP13
NM_198525	KIF7
NR_036432	HERC2P3
NM_014608	CYFIP1
NR_002824	HERC2P2
NR_003521	WHAMMP3
NM_024490	ATP10A
NM_001165037	GABRA5
NM_021912	GABRB3
NM_004667	HERC2
NM_175610	TJP1
NM_148911	CHRFAM7A
NR_046324	CHRNA7
NM_001190455	CHRNA7
NM_130901	OTUD7A
NM_001103184	FMN1
NM_001277313	FMN1
NM_024713	KATNBL1
NM_001243996	RYR3
NR_027410	GOLGA8B
NM_172316	MEIS2
NM_152597	FSIP1
NM_130468	CHST14
NM_001211	BUB1B
NM_207380	C15orf52
NM_001013703	EIF2AK4
NM_007236	CHP1
NM_001265611	MAPKBP1
NM_139265	EHD4
NM_022473	ZNF106
NM_018097	HAUS2
NM_173500	TTBK2
NM_153700	STRC
NM_138423	CASC4
NM_177974	CASC4
NR_104455	FRMD5
NM_138356	SHF
NM_017672	TRPM7
NM_000103	CYP19A1
NM_000259	MYO5A
NM_001142495	MYO5A
NM_018728	MYO5C
NM_182758	WDR72
NM_015617	PYGO1
NM_173814	PRTG
NM_001288589	ZNF280D
NM_001018091	GCOM1
NM_003888	ALDH1A2
NM_170696	ALDH1A2
NM_020980	AQP9
NM_004998	MYO1E
NM_000236	LIPC
NM_001110	ADAM10
NM_001040453	FAM63B
NM_001040450	FAM63B
NM_006537	USP3
NM_001145646	APH1B
NM_001256702	USP3
NM_015042	ZNF609
NM_022048	CSNK1G1
NM_001127890	SPG21
NM_004884	IGDCC3
NM_025201	PLEKHO2
NM_002755	MAP2K1
NM_207338	LCTL
NM_032445	MEGF11
NR_103739	LCTL
NM_005902	SMAD3
NM_001190456	CORO2B
NM_006305	ANP32A
NM_001004439	ITGA11
NM_005078	TLE3
NM_024817	THSD4
NM_033028	BBS4
NM_005744	ARIH1
NM_001161363	NPTN
NM_033238	PML
NM_006465	ARID3B
NM_001145335	UBE2Q2
NM_173469	UBE2Q2
NM_002833	PTPN9
NR_046313	CHRNA3
NM_002891	RASGRF1
NM_000743	CHRNA3
NM_001265603	MORF4L1
NR_028330	ST20-AS1
NM_172217	IL16
NM_021214	ABHD17C
NM_001080532	TMC3
NM_001040610	EFTUD1
NR_004847	UBE2Q2P2
NR_033936	GOLGA2P10
NM_001080435	WHAMM
NR_026811	GOLGA2P10
NM_207517	ADAMTSL3
NM_004213	SLC28A1
NM_001270546	AKAP13
NM_013227	ACAN
NM_001135	ACAN
NM_007011	ABHD2
