#name	name2
NM_013943	CLIC4
NM_153442	GPR26
NM_198148	CPXM2
NM_014661	FAM53B
NM_001083914	CTBP2
NM_001329	CTBP2
NM_001171814	OAT
NM_001167880	LHPP
NM_145235	FANK1
NR_033847	FLJ37035
NM_001004298	C10orf90
NM_006504	PTPRE
NM_002412	MGMT
NM_001005463	EBF3
NM_174937	TCERG1L
NM_001105521	JAKMIP3
NM_173575	STK32C
NM_001200049	CFAP46
NM_152643	KNDC1
NM_005539	INPP5A
NM_177987	TUBB8
NR_027152	PRR26
NM_033261	IDI2
NM_014023	WDR37
NM_004508	IDI1
NR_015376	LINC00200
NR_040253	LINC00700
NR_038884	LINC00701
NM_014889	PITRM1
NR_038284	PITRM1-AS1
NR_027653	KLF6
NM_001160124	KLF6
NM_001160125	KLF6
NR_108056	LINC00703
NR_108054	LINC00703
NR_108055	LINC00703
NR_073127	AKR1E2
NR_073125	AKR1E2
NM_001040177	AKR1E2
NR_026743	AKR1C6P
NM_001271021	AKR1E2
NM_205845	AKR1C2
NM_001354	AKR1C2
NM_001353	AKR1C1
NM_001135241	AKR1C2
NR_027916	AKR1C8P
NM_024803	TUBAL3
NR_073040	NET1
NM_017422	CALML5
NM_005185	CALML3
NM_024701	ASB13
NR_037164	ASB13
NR_024581	ASB13
NM_001494	GDI2
NM_001115156	GDI2
NM_001243539	IL15RA
NM_019046	ANKRD16
NM_172200	IL15RA
NM_001009943	ANKRD16
NM_001145547	RBM17
NM_032905	RBM17
NM_000417	IL2RA
NM_001145443	PFKFB3
NM_004566	PFKFB3
NM_001282630	PFKFB3
NR_038291	LINC00707
NR_108074	LINC00706
NM_001001851	ITIH5
NM_005174	ATP5C1
NM_002216	ITIH2
NR_045609	KIN
NM_012311	KIN
NR_104329	GATA3-AS1
NM_001002295	GATA3
NM_002051	GATA3
NR_024256	GATA3-AS1
NR_104328	GATA3-AS1
NR_104330	GATA3-AS1
NR_027082	SFTA1P
NM_153256	PROSER2
NM_018706	DHTKD1
NM_006023	CDC123
NR_027322	LOC283070
NM_001008212	OPTN
NM_001037537	PHYH
NM_145314	UCMA
NM_001282696	FAM107B
NM_001282702	FAM107B
NM_001282703	FAM107B
NM_001282701	FAM107B
NM_001278205	HSPA14
NR_103464	HSPA14
NM_001289077	DCLRE1C
NM_001033858	DCLRE1C
NM_001289078	DCLRE1C
NM_018324	OLAH
NM_001039844	ACBD7
NM_153244	C10orf111
NR_036506	PPIAP30
NM_001265601	RPP38
NM_001039702	OLAH
NM_001010908	C1QL3
NM_004412	TRDMT1
NM_003380	VIM
NR_108061	VIM-AS1
NM_014241	PTPLA
NR_110370	STAM-AS1
NR_038419	SLC39A12-AS1
NM_001145195	SLC39A12
NM_001282733	SLC39A12
NM_178815	ARL5B
NM_001177483	C10orf113
NR_046283	NEBL-AS1
NM_001010896	C10orf113
NM_207371	SKIDA1
NM_001195627	MLLT10
NM_001010911	CASC10
NM_001199938	EBLN1
NM_005180	BMI1
NR_036533	LOC100499489
NM_001282746	ARMC3
NM_012228	MSRB2
NM_153714	C10orf67
NM_001145373	OTUD1
NM_024838	THNSL1
NR_027333	GPR158-AS1
NM_001134366	GAD2
NM_000818	GAD2
NR_026794	LINC00202-2
NR_026795	LINC00202-1
NM_001256053	ANKRD26
NM_014915	ANKRD26
NM_139312	YME1L1
NM_001172304	MASTL
NM_014263	YME1L1
NM_001172303	MASTL
NM_001253866	YME1L1
NR_003525	LRRC37A6P
NM_001034842	PTCHD3
NM_001256411	RAB18
NM_021252	RAB18
NM_173576	MKX
NR_033805	WAC-AS1
NR_038375	LINC00837
NR_038376	LINC00837
NM_001278522	C10orf126
NR_003930	SVIL-AS1
NM_020848	KIAA1462
NM_018109	MTPAP
NM_001244134	MAP3K8
NM_005204	MAP3K8
NR_036438	SVILP1
NR_024284	ZEB1-AS1
NM_004521	KIF5B
NM_025209	EPC1
NR_104160	EPC1
NM_033668	ITGB1
NM_133376	ITGB1
NR_038932	LINC00838
NM_003591	CUL2
NM_153368	GJD4
NM_031866	FZD8
NR_110138	LINC01452
NM_001190489	MTRNR2L7
NR_051997	ZNF33BP1
NM_145011	ZNF25
NM_001278175	ZNF33A
NM_001278171	ZNF33A
NM_006954	ZNF33A
NM_001278179	ZNF33A
NR_024524	LOC100129055
NR_027269	SEPT7P9
NR_024497	LINC00999
NR_045000	ACTR3BP5
NR_103829	CCNYL2
NR_026827	LINC00839
NR_026777	ZNF37BP
NM_014753	BMS1
NM_020975	RET
NM_020630	RET
NM_145313	RASGEF1A
NM_001282862	RASGEF1A
NM_001098208	HNRNPF
NM_001098205	HNRNPF
NM_004966	HNRNPF
NR_047558	ZNF32-AS2
NR_002726	HNRNPA3P1
NR_033923	LINC00619
NM_001258000	LOC100130539
NM_000609	CXCL12
NM_199168	CXCL12
NM_001277990	CXCL12
NM_007021	C10orf10
NM_001123376	TMEM72
NM_006963	ZNF22
NM_001039380	C10orf25
NR_033891	ANKRD30BP3
NM_001004297	OR13A1
NM_001276343	AGAP4
NM_133446	AGAP4
NM_001042358	PTPN20B
NM_001042357	PTPN20B
NR_003611	BMS1P5
NM_014696	GPRIN2
NM_181519	SYT15
NM_031912	SYT15
NR_003277	HNRNPA1P33
NM_005972	NPY4R
NM_001040084	ANXA8
NM_001271703	ANXA8
NR_033957	LINC00842
NM_001278795	LOC100996758
NM_001271702	ANXA8
NM_001190810	AGAP9
NR_024495	BMS1P6
NR_027634	FAM35DP
NM_001278688	ANTXRL
NR_103828	ANTXRLP1
NM_001278923	ANXA8L1
NM_001278924	ANXA8L1
NR_024495	BMS1P6
NM_001271703	ANXA8
NM_001040084	ANXA8
NM_001271702	ANXA8
NM_002900	RBP3
NM_004962	GDF10
NR_003611	BMS1P5
NR_029396	CTGLF12P
NM_002750	MAPK8
NM_139046	MAPK8
NM_001006939	LRRC18
NM_001031746	VSTM4
NM_144984	VSTM4
NM_001164484	FAM170B
NM_001135196	C10orf71
NM_003055	SLC18A3
NM_001143996	OGDHL
NM_018245	OGDHL
NM_182554	C10orf53
NR_029388	PARGP1
NM_001145262	NCOA4
NR_073029	TIMM23
NM_001145260	NCOA4
NM_001077665	AGAP6
NR_038275	FAM21EP
NM_019893	ASAH2
NM_001079516	ASAH2B
NM_015235	CSTF2T
NR_038277	PRKG1-AS1
NM_001190478	MTRNR2L5
NM_152230	IPMK
NM_001270782	TFAM
NM_003201	TFAM
NR_073073	TFAM
NR_027508	FAM133CP
NR_108046	LINC00844
NM_194298	SLC16A9
NM_001282941	RTKN2
NR_104162	LOC283045
NM_014951	ZNF365
NM_001136178	EGR2
NM_032804	ADO
NM_001282405	NRBF2
NM_030759	NRBF2
NR_027182	JMJD1C-AS1
NM_001001330	REEP3
NM_001142498	SIRT1
NM_012238	SIRT1
NM_001278187	HERC4
NM_032578	MYPN
NR_045663	MYPN
NR_045662	MYPN
NM_001256267	MYPN
NM_001256268	MYPN
NM_145178	ATOH7
NM_022129	PBLD
NM_001033083	PBLD
NM_021644	HNRNPH3
NM_015634	KIAA1279
NM_025130	HKDC1
NM_003171	SUPV3L1
NM_000188	HK1
NM_012339	TSPAN15
NM_145306	C10orf35
NM_020999	NEUROG3
NM_001142648	SAR1A
NM_001198696	AIFM2
NM_032797	AIFM2
NM_001040273	TYSND1
NM_020150	SAR1A
NR_073595	TYSND1
NR_073594	TYSND1
NM_022146	NPFFR1
NM_021129	PPA1
NM_004096	EIF4EBP2
NM_014431	PALD1
NM_005041	PRF1
NM_001083116	PRF1
NM_001289797	PCBD1
NM_018344	SLC29A3
NM_001174098	SLC29A3
NM_001164375	C10orf105
NM_001171936	CDH23
NM_001171933	CDH23
NM_004273	CHST3
NM_014767	SPOCK2
NM_001134434	SPOCK2
NM_001244950	SPOCK2
NM_001242547	ANAPC16
NR_038392	ANAPC16
NM_173473	ANAPC16
NM_001242546	ANAPC16
NR_038391	ANAPC16
NM_019058	DDIT4
NM_001242548	ANAPC16
NM_017626	DNAJB12
NM_001002762	DNAJB12
NM_015190	DNAJC9
NM_016065	MRPS16
NR_038373	DNAJC9-AS1
NM_152586	USP54
NR_048575	GLUD1P3
NM_001114133	SYNPO2L
NR_026592	BMS1P4
NM_003635	NDST2
NM_001284194	FUT11
NM_001242488	ZSWIM8
NM_173540	FUT11
NM_015037	ZSWIM8
NM_002658	PLAU
NM_001001791	C10orf55
NM_001007271	DUSP13
NM_144589	COMTD1
NM_001184823	VDAC2
NM_032772	ZNF503
NR_024421	ZNF503-AS2
NR_110304	LOC101929234
NR_024422	ZNF503-AS2
NR_110301	ZNF503-AS2
NR_110299	ZNF503-AS2
NM_001271520	KCNMA1
NR_024585	DLG5-AS1
NM_007055	POLR3A
NM_001142285	RPS24
NR_038985	LINC00856
NM_005729	PPIF
NM_153367	ZCCHC24
NM_001164644	SFTPA1
NM_001164646	SFTPA1
NM_001099692	EIF5AL1
NM_001278495	NUTM2B
NR_027512	BEND3P3
NR_029407	LOC642361
NM_003019	SFTPD
NR_002724	MBL1P
NM_001012973	PLAC9
NM_000429	MAT1A
NR_038464	LINC00857
NM_032372	DYDC2
NM_001270041	DYDC2
NR_070309	DYDC2
NR_070308	DYDC2
NM_001128309	TSPAN14
NM_030927	TSPAN14
NM_001171971	CDHR1
NM_033100	CDHR1
NM_002921	RGR
NR_038220	LINC00858
NM_015613	LRIT1
NM_001012720	RGR
NR_038986	GRID1-AS1
NM_033282	OPN4
NM_001080115	LDB3
NM_001030015	OPN4
NM_024756	MMRN2
NM_003087	SNCG
NM_006829	ADIRF
NM_001146157	FAM25A
NM_005271	GLUD1
NM_001099338	NUTM2A
NR_024397	NUTM2A-AS1
NR_029408	LOC439994
NR_046091	LINC00864
NM_001178117	MINPP1
NM_004897	MINPP1
NM_001178118	MINPP1
NM_001015880	PAPSS2
NM_001126049	KLLN
NR_028492	CFL1P1
NM_001198828	LIPF
NM_001010939	LIPJ
NM_001080518	LIPK
NM_144590	ANKRD22
NR_028033	FAS
NR_028371	FAS-AS1
NM_003956	CH25H
NM_001547	IFIT2
NM_001288979	LIPA
NM_001270928	IFIT1
NM_012420	IFIT5
NM_001548	IFIT1
NM_001270927	IFIT1
NM_001010987	IFIT1B
NM_001270930	IFIT1
NM_001270929	IFIT1
NR_026835	FLJ37201
NR_038382	LINC00865
NM_006413	RPP30
NM_014391	ANKRD1
NR_002779	NUDT9P1
NM_032373	PCGF5
NM_001256549	PCGF5
NR_108070	TNKS2-AS1
NM_152429	FGFBP3
NM_057157	CYP26A1
NM_000783	CYP26A1
NM_183374	CYP26C1
NM_018131	CEP55
NM_001127182	CEP55
NM_001195755	FFAR4
NM_145246	FRA10AC1
NM_001134658	SLC35G1
NR_002319	PIPSL
NM_001198854	CYP2C8
NM_001198853	CYP2C8
NM_207321	ACSM6
NM_020992	PDLIM1
NM_001143973	TCTN3
NM_001130446	C10orf131
NM_001134376	CCNJ
NM_001134375	CCNJ
NM_019084	CCNJ
NM_001284326	OPALIN
NM_001284324	OPALIN
NM_001284322	OPALIN
NR_104297	OPALIN
NM_032900	ARHGAP19
NM_005479	FRAT1
NM_001204300	ARHGAP19
NM_012083	FRAT2
NM_015179	RRP12
NM_198043	ZDHHC16
NM_002629	PGAM1
NM_001145114	RRP12
NM_024954	UBTD1
NM_001129981	ANKRD2
NM_001009997	C10orf62
NM_018425	PI4K2A
NM_021732	AVPI1
NM_031484	MARVELD1
NM_178832	MORN4
NM_001174122	ZFYVE27
NM_003015	SFRP5
NR_108035	LINC00866
NM_001002262	ZFYVE27
NM_014472	R3HCC1L
NM_000195	HPS1
NM_182639	HPS1
NM_032709	PYROXD2
NM_020348	CNNM1
NM_145285	NKX2-3
NM_031212	SLC25A28
NM_078470	COX15
NM_015960	CUTC
NM_006459	ERLIN1
NM_001100626	ERLIN1
NM_018294	CWF19L1
NM_001001342	BLOC1S2
NM_001282436	BLOC1S2
NR_026762	LINC00263
NM_005063	SCD
NM_017902	HIF1AN
NM_015490	SEC31B
NM_003987	PAX2
NM_003989	PAX2
NM_003990	PAX2
NM_003988	PAX2
NM_000278	PAX2
NM_001163813	C10orf2
NM_176794	MRPL43
NM_001163812	C10orf2
NM_001136123	FAM178A
NM_176792	MRPL43
NM_018121	FAM178A
NR_030339	MIR608
NM_017893	SEMA4G
NM_032112	MRPL43
NM_001243770	FAM178A
NM_030971	SFXN3
NM_001195263	PDZD7
NM_024895	PDZD7
NM_030929	KAZALD1
NM_006562	LBX1
NR_029380	LBX1-AS1
NM_013274	POLL
NM_033163	FGF8
NM_173194	KCNIP2
NM_173192	KCNIP2
NM_001288727	PPRC1
NM_024747	HPS6
NM_001113407	LDB1
NM_003893	LDB1
NM_001284389	NOLC1
NM_004741	NOLC1
NM_005029	PITX3
NM_024326	FBXL15
NM_001270966	PSD
NM_001270965	PSD
NM_002779	PSD
NM_024040	CUEDC2
NM_001261403	NFKB2
NR_073110	PSD
NM_001288724	NFKB2
NM_001077494	NFKB2
NM_024789	TMEM180
NR_038938	RPARP-AS1
NM_005736	ACTR1A
NM_024886	C10orf95
NR_038937	RPARP-AS1
NM_030912	TRIM8
NM_017787	WBP1L
NM_001083913	WBP1L
NM_178858	SFXN2
NM_144591	C10orf32
NR_037644	C10orf32-ASMT
NM_001136200	C10orf32
NM_199077	CNNM2
NM_020682	AS3MT
NM_032154	PCGF6
NM_032727	INA
NM_001011663	PCGF6
NM_032747	USMG5
NM_001129742	CALHM3
NM_015916	CALHM2
NM_001206427	USMG5
NR_024552	CALHM2
NM_014976	PDCD11
NM_006951	TAF5
NM_001001412	CALHM1
NM_004210	NEURL1
NM_145247	SFR1
NM_000494	COL17A1
NM_001002759	SFR1
NM_004832	GSTO1
NM_033397	ITPRIP
NR_108036	CCDC147-AS1
NM_001272013	ITPRIP
NM_001272012	ITPRIP
NR_104028	SORCS3-AS1
NM_130439	MXI1
NM_005871	SMNDC1
NR_026932	PDCD4-AS1
NM_001195304	BBIP1
NM_001199492	PDCD4
NR_026715	RPL13AP6
NM_000681	ADRA2A
NM_020918	GPAM
NR_028134	GUCY2GP
NM_006175	NRAP
NM_198060	NRAP
NM_001261463	NRAP
NM_024889	PLEKHS1
NM_001193434	PLEKHS1
NM_198514	NHLRC2
NM_000684	ADRB1
NM_198795	TDRD1
NM_018017	CCDC186
NM_001272046	VWA2
NM_139169	TRUB1
NM_001112704	VAX1
NM_199131	VAX1
NM_173791	PDZD8
NM_004098	EMX2
NM_001165924	EMX2
NM_004248	PRLHR
NM_003750	EIF3A
NM_199461	NANOS1
NM_207009	FAM45A
NM_006793	PRDX3
NM_001033925	TIAL1
NM_004281	BAG3
NM_001256379	MCMBP
NR_037771	SEC23IP
NM_007190	SEC23IP
NR_103717	LINC01561
NM_018117	WDR11
NM_001195608	PLEKHA1
NM_001099667	ARMS2
NM_021622	PLEKHA1
NR_037915	FAM24B-CUZD1
NM_024942	C10orf88
NM_153336	PSTK
NM_001029888	FAM24A
NR_073479	IKZF5
NM_005519	HMX2
NM_001105574	HMX3
NM_004725	BUB3
NM_001146340	NKX1-2
NM_212554	METTL10
NM_032182	FAM175B
NM_017580	ZRANB1
NM_022802	CTBP2
NR_033848	LOC283038
NM_015608	EDRF1
NM_147191	MMP21
NM_000375	UROS
NR_102707	FANK1-AS1
NR_073453	LINC00601
NM_001030013	NPS
NM_207426	FOXI2
NM_130435	PTPRE
NM_002417	MKI67
NM_001145966	MKI67
NR_034125	LINC00959
NR_044994	CTAGE7P
NR_038365	LINC01164
NM_018461	PPP2R2D
NR_033191	PPP2R2D
NM_006426	DPYSL4
NM_001143757	LRRC27
NR_026559	LRRC27
NM_030626	LRRC27
NM_001143758	LRRC27
NM_173541	C10orf91
NM_177400	NKX6-2
NR_046231	LINC01168
NM_001083909	GPR123
NR_108079	MIR202HG
NM_001164489	ADAM8
NM_001164490	ADAM8
NM_001109	ADAM8
NM_003577	UTF1
NM_001256617	TUBGCP2
NM_014468	VENTX
NR_046330	TUBGCP2
NM_001256618	TUBGCP2
NR_108078	MIR202HG
NM_145202	PRAP1
NM_004092	ECHS1
NM_015722	CALY
NM_001145201	PRAP1
NM_152911	PAOX
NM_207127	PAOX
NM_001012508	SPRN
NM_000773	CYP2E1
NR_002934	SCART1
NR_033789	SPRNP1
NM_138342	GLB1L2
NR_024469	LOC100130987
NM_001220496	GLYATL1
NM_001220494	GLYATL1
NM_080661	GLYATL1
NM_014267	C11orf58
NM_001243597	CDON
NM_032564	DGAT2
NM_016952	CDON
NM_020693	DSCAML1
NM_001253891	DGAT2
NM_152432	ARHGAP42
NM_001008781	FAT3
NM_001144063	OSBPL5
NM_175733	SYT9
NM_020896	OSBPL5
NM_176875	CCKBR
NM_145638	OSBPL5
NM_001172431	AMPD3
NM_006391	IPO7
NM_198516	GALNT18
NM_000922	PDE3B
NM_000480	AMPD3
NM_001111018	NAV2
NM_006157	NELL1
NM_201551	NELL1
NM_012139	SERGEF
NM_001244963	NAV2
NM_001288714	NELL1
NM_145117	NAV2
NM_182964	NAV2
NM_001145399	MPPED2
NM_152636	METTL15
NM_001113528	METTL15
NM_032389	ARFGAP2
NM_016621	PHF21A
NM_001242832	ARFGAP2
NM_001101802	PHF21A
NM_001003678	C11orf49
NR_110136	LOC101927120
NR_110137	LOC101927120
NM_001282653	STIP1
NM_001282652	STIP1
NM_153266	TMEM151A
NM_002335	LRP5
NM_001143839	PDE2A
NM_002599	PDE2A
NM_001184740	CTTN
NM_001243718	RAB6A
NM_002869	RAB6A
NM_001243784	PDE2A
NM_001098816	TENM4
NM_001143837	NOX4
NM_022918	TMEM135
NM_152991	EED
NR_033149	TMEM135
NM_001143836	NOX4
NM_001243270	CNTN5
NM_175566	CNTN5
NM_014361	CNTN5
NM_025208	PDGFD
NM_033135	PDGFD
NM_000019	ACAT1
NM_001260496	RDX
NM_002906	RDX
NM_001260494	RDX
NM_001098517	CADM1
NM_001282470	GRIK4
NM_001144758	PHLDB1
NM_015157	PHLDB1
NM_002855	PVRL1
NM_032873	UBASH3B
NM_001282473	GRIK4
NM_014619	GRIK4
NM_001144058	NTM
NM_001012393	OPCML
NM_021008	DEAF1
NR_028326	LINC01001
NM_003957	BRSK2
NM_001256630	BRSK2
NM_019009	TOLLIP
NM_001256627	BRSK2
NM_001282218	BRSK2
NM_001256629	BRSK2
NM_000218	KCNQ1
NM_181798	KCNQ1
NR_108080	CD81-AS1
NM_003156	STIM1
NM_016320	NUP98
NM_004314	ART1
NR_024248	TSSC2
NM_030774	OR51E2
NM_001005567	OR51B5
NR_038321	OR51B5
NM_144666	DNHD1
NM_176822	NLRP14
NM_003621	PPFIBP2
NM_177972	TUB
NR_073006	LMO1
NM_002315	LMO1
NR_103855	LOC100506258
NM_015012	TMEM41B
NM_005418	ST5
NR_028491	TMEM41B
NM_014818	TRIM66
NM_001289059	STK33
NM_030906	STK33
NM_015213	DENND5A
NM_015055	SWAP70
NR_036485	SBF2-AS1
NR_103765	CAND1.11
NM_001206881	MRVI1
NM_001100167	MRVI1
NM_001098579	MRVI1
NM_001143667	ZBED5
NM_017944	USP47
NM_001282666	MICAL2
NM_032867	MICALCL
NM_001282667	MICAL2
NM_018222	PARVA
NM_001282659	USP47
NM_021961	TEAD1
NM_148976	PSMA1
NM_006108	SPON1
NM_017508	SOX6
NM_005709	USH1C
NM_153676	USH1C
NM_002645	PIK3C2A
NM_001287174	ABCC8
NM_175058	PLEKHA7
NM_005316	GTF2H1
NM_173588	IGSF22
NM_001111019	NAV2
NM_001143830	GAS2
NM_001142649	ANO5
NM_177553	GAS2
NM_213599	ANO5
NM_005256	GAS2
NM_001252010	LUZP2
NM_001252008	LUZP2
NM_001009909	LUZP2
NM_178498	SLC5A12
NM_031418	ANO3
NM_003986	BBOX1
NR_002832	BDNF-AS
NM_031217	KIF18A
NM_018490	LGR4
NM_018362	LIN7C
NM_001584	MPPED2
NM_002901	RCN1
NM_001288726	ELP4
NR_033971	DKFZp686K1684
NM_001326	CSTF3
NM_005734	HIPK3
NM_001048200	HIPK3
NM_001278162	HIPK3
NM_012194	KIAA1549L
NM_145804	ABTB2
NM_005898	CAPRIN1
NM_001252652	SLC1A2
NM_003477	PDHX
NM_001135024	PDHX
NM_001195728	SLC1A2
NM_004171	SLC1A2
NM_001166158	PDHX
NM_174902	LDLRAD3
NM_001160169	PRR5L
NM_017583	TRIM44
NM_014186	COMMD9
NM_024841	PRR5L
NM_001101653	COMMD9
NM_016142	HSD17B12
NM_139178	ALKBH3
NM_001258324	TP53I11
NM_001258320	TP53I11
NM_006034	TP53I11
NM_021926	ALX4
NM_130783	TSPAN18
NR_046338	PRDM11
NM_021117	CRY2
NM_001127457	CRY2
NM_001256695	PRDM11
NM_003646	DGKZ
NM_001199266	DGKZ
NM_001267783	AMBRA1
NM_001105540	DGKZ
NR_103471	C11orf49
NM_201533	DGKZ
NM_002334	LRP4
NM_001199267	DGKZ
NM_001199268	DGKZ
NM_001267782	AMBRA1
NM_017749	AMBRA1
NM_001205120	ATG13
NM_001205121	ATG13
NM_001008938	CKAP5
NM_201532	DGKZ
NM_001003676	C11orf49
NM_001098503	PTPRJ
NM_015231	NUP160
NM_130472	MADD
NM_001135943	MADD
NM_024783	AGBL2
NM_002843	PTPRJ
NM_130470	MADD
NR_027044	LOC440040
NM_001085466	CTNND1
NM_001206886	CTNND1
NM_001206890	CTNND1
NM_006093	PRG3
NM_001198810	SLC43A1
NM_001143995	LPXN
NM_001005212	OR9Q1
NM_002556	OSBP
NM_001278320	MS4A13
NM_024092	TMEM109
NM_206938	MS4A7
NM_206893	MS4A10
NM_206939	MS4A7
NM_002032	FTH1
NM_006133	DAGLA
NM_001281501	FADS2
NM_001252065	SYT7
NM_001281502	FADS2
NM_004200	SYT7
NM_004265	FADS2
NM_017841	SDHAF2
NM_001083926	ASRGL1
NR_037193	SLC3A2
NM_024784	ZBTB3
NM_001012664	SLC3A2
NM_001013251	SLC3A2
NM_015459	ATL3
NM_080866	SLC22A9
NM_015080	NRXN2
NM_138732	NRXN2
NM_018026	PACS1
NM_001278250	SLC25A45
NM_001278251	SLC25A45
NM_005438	FOSL1
NM_006946	SPTBN2
NM_012308	KDM2A
NR_047663	ACTN3
NM_000920	PC
NR_027473	KDM2A
NM_178864	NPAS4
NM_001104	ACTN3
NM_030930	UNC93B1
NM_001876	CPT1A
NM_001164162	PPP6R3
NM_001164163	PPP6R3
NM_002180	IGHMBP2
NM_001031847	CPT1A
NM_018043	ANO1
NM_177423	PPFIA1
NM_003626	PPFIA1
NM_053056	CCND1
NR_030691	ANO1
NM_018161	NADSYN1
NM_012309	SHANK2
NR_024147	RNF121
NM_001258392	CLPB
NR_024148	RNF121
NM_006645	STARD10
NM_176798	P2RY6
NM_176797	P2RY6
NM_001286050	FAM168A
NM_001277205	P2RY6
NM_001277206	P2RY6
NM_001277207	P2RY6
NM_001271593	PPME1
NM_153614	DNAJB13
NM_016147	PPME1
NR_046410	POLD3
NM_001286577	C2CD3
NM_173582	PGM2L1
NM_004041	ARRB1
NM_006656	NEU3
NM_033063	MAP6
NM_001270380	XRRA1
NM_030792	GDPD5
NM_001270381	XRRA1
NM_003369	UVRAG
NR_024042	GUCY2EP
NM_182833	GDPD4
NM_016578	RSF1
NM_001128620	PAK1
NM_002576	PAK1
NM_018367	ACER3
NM_080491	GAB2
NM_012296	GAB2
NM_024678	NARS2
NR_102280	KCTD21-AS1
NM_001286061	RAB30
NM_001286060	RAB30
NM_014488	RAB30
NM_175885	FAM181B
NM_001286059	RAB30
NM_173556	CCDC83
NM_007166	PICALM
NM_001161586	ME3
NM_001156474	CCDC81
NM_006680	ME3
NM_001014811	ME3
NM_000372	TYR
NM_000842	GRM5
NM_001143831	GRM5
NM_005467	NAALAD2
NM_152313	SLC36A4
NM_001286139	SLC36A4
NM_014679	CEP57
NM_032427	MAML2
NM_001243777	CEP57
NM_004621	TRPC6
NM_001271161	PGR
NR_073142	PGR
NR_073143	PGR
NM_000926	PGR
NR_073141	PGR
NM_020802	KIAA1377
NM_001377	DYNC2H1
NM_001080463	DYNC2H1
NM_000855	GUCY1A2
NM_001256424	GUCY1A2
NM_018712	ELMOD1
NM_152434	CWF19L2
NM_000051	ATM
NM_004398	DDX10
NM_015065	EXPH5
NM_001258418	ARHGAP20
NM_001258417	ARHGAP20
NM_020809	ARHGAP20
NM_001258415	ARHGAP20
NM_001278542	DIXDC1
NM_001077690	ALG9
NM_015191	SIK2
NM_024740	ALG9
NM_001077692	ALG9
NM_001077691	ALG9
NM_001242608	NCAM1
NM_001076682	NCAM1
NM_006006	ZBTB16
NM_182495	NXPE2
NM_152315	NXPE1
NM_003904	ZPR1
NM_138971	BACE1
NM_001184748	PAFAH1B2
NM_001281749	SIK3
NM_001281748	SIK3
NM_001083947	TMPRSS4
NM_001173551	TMPRSS4
NM_005188	CBL
NR_104051	CCDC84
NM_001257191	DDX6
NM_005422	TECTA
NM_003105	SORL1
NM_024769	CLMP
NM_001286563	GRAMD1B
NM_003455	ZNF202
NM_024806	C11orf63
NM_001130142	VWA5A
NM_170601	SIAE
NM_001199922	SIAE
NM_024631	MSANTD2
NM_022062	PKNOX2
NM_024556	FAM118B
NM_001161707	KIRREL3
NM_001167681	FLI1
NM_001271010	FLI1
NM_001143820	ETS1
NM_007037	ADAMTS8
NM_014155	ZBTB44
NM_001271983	C11orf44
NM_002545	OPCML
NM_001277285	IGSF9B
NM_032801	JAM3
NM_001205329	JAM3
NM_015261	NCAPD3
NR_033852	LOC283177
NM_001098787	BET1L
NM_012239	SIRT3
NM_175932	PSMD13
NM_001286136	ODF3
NM_001286134	RIC8A
NM_016526	BET1L
NM_002817	PSMD13
NM_021932	RIC8A
NM_001017524	SIRT3
NM_021034	IFITM3
NM_001276700	NLRP6
NM_025092	ATHL1
NM_006435	IFITM2
NM_138329	NLRP6
NM_178537	B4GALNT4
NM_001025295	IFITM5
NM_203383	RNH1
NM_021805	SIGIRR
NM_001135054	SIGIRR
NM_030783	PTDSS2
NM_007183	PKP3
NM_203388	RNH1
NM_001012302	ANO9
NM_001143994	RASSF7
NM_020901	PHRF1
NM_021920	SCT
NM_198075	LRRC56
NM_004031	IRF7
NM_000797	DRD4
NM_173573	LMNTD2
NM_001286583	PHRF1
NM_001171968	CDHR5
NM_031264	CDHR5
NR_038262	MIR210HG
NM_176795	HRAS
NM_021924	CDHR5
NM_004029	IRF7
NM_001130442	HRAS
NM_003475	RASSF7
NR_026967	LOC143666
NM_001286582	PHRF1
NM_001572	IRF7
NM_182612	PDDC1
NM_174940	TMEM80
NM_022772	EPS8L2
NM_006755	TALDO1
NM_001276274	TMEM80
NM_021128	POLR2L
NM_001142677	CHID1
NM_001191061	SLC25A22
NM_001191060	SLC25A22
NM_001142674	CHID1
NM_024698	SLC25A22
NM_145887	PIDD1
NM_001004	RPLP2
NM_173584	CRACR2B
NM_016564	CEND1
NM_145886	PIDD1
NM_020376	PNPLA2
NM_003271	TSPAN4
NM_004357	CD151
NM_001025237	TSPAN4
NM_001025235	TSPAN4
NM_001025234	TSPAN4
NM_012305	AP2A2
NM_005961	MUC6
NM_001242837	AP2A2
NM_002457	MUC2
NM_002458	MUC5B
NR_029409	TOLLIP-AS1
NM_001172223	MOB2
NM_053005	MOB2
NM_004420	DUSP8
NR_026643	FAM99A
NR_021489	KRTAP5-AS1
NM_001012708	KRTAP5-3
NM_001001480	KRTAP5-5
NM_001170820	IFITM10
NM_001909	CTSD
NR_026642	FAM99B
NM_001012416	KRTAP5-6
NM_138567	SYT8
NM_003282	TNNI2
NM_001042780	TNNT3
NM_001013254	LSP1
NM_001289005	LSP1
NR_002196	H19
NM_021134	MRPL23
NR_024471	MRPL23-AS1
NM_000360	TH
NM_199293	TH
NM_199292	TH
NM_000612	IGF2
NM_000207	INS
NM_001185098	INS
